1.000000e+01 8.423403e-01
1.100000e+01 9.902032e-01
1.200000e+01 1.162314e+00
1.300000e+01 1.409201e+00
1.400000e+01 1.814260e+00
1.500000e+01 2.511436e+00
1.600000e+01 3.683932e+00
1.700000e+01 5.446649e+00
1.800000e+01 7.747253e+00
1.900000e+01 1.011192e+01
2.000000e+01 1.179520e+01
2.100000e+01 1.286941e+01
2.200000e+01 1.351104e+01
2.300000e+01 1.386529e+01
2.400000e+01 1.405112e+01
2.500000e+01 1.414626e+01
2.600000e+01 1.419440e+01
2.700000e+01 1.421862e+01
2.800000e+01 1.423077e+01
2.900000e+01 1.423685e+01
0.000000e+00 5.244928e-03
1.000000e+00 1.042179e-02
2.000000e+00 2.057735e-02
3.000000e+00 4.013540e-02
4.000000e+00 7.652236e-02
5.000000e+00 1.402138e-01
6.000000e+00 2.413437e-01
7.000000e+00 3.818610e-01
8.000000e+00 5.506518e-01
9.000000e+00 7.323376e-01
1.000000e+01 9.251249e-01
1.100000e+01 1.155683e+00
1.200000e+01 1.490345e+00
1.300000e+01 2.050867e+00
1.400000e+01 3.042111e+00
1.500000e+01 4.773117e+00
1.600000e+01 4.431399e+00
1.700000e+01 6.409430e+00
1.800000e+01 9.335253e+00
1.900000e+01 1.378722e+01
2.000000e+01 1.992245e+01
2.100000e+01 2.668594e+01
2.200000e+01 2.987526e+01
2.300000e+01 3.089994e+01
2.400000e+01 3.138774e+01
2.500000e+01 3.162606e+01
2.600000e+01 3.174380e+01
2.700000e+01 3.180231e+01
2.800000e+01 3.183148e+01
2.900000e+01 3.184604e+01
0.000000e+00 5.163502e-03
1.000000e+00 1.025923e-02
2.000000e+00 2.025328e-02
3.000000e+00 3.949060e-02
4.000000e+00 7.523965e-02
5.000000e+00 1.376515e-01
6.000000e+00 2.362034e-01
7.000000e+00 3.714943e-01
8.000000e+00 5.296613e-01
9.000000e+00 6.898343e-01
1.000000e+01 8.393813e-01
1.100000e+01 9.837005e-01
1.200000e+01 1.147699e+00
1.300000e+01 1.373459e+00
1.400000e+01 1.718637e+00
1.500000e+01 2.247768e+00
1.600000e+01 2.996193e+00
1.700000e+01 3.951773e+00
1.800000e+01 4.946470e+00
1.900000e+01 5.817906e+00
2.000000e+01 6.478599e+00
2.100000e+01 6.919753e+00
2.200000e+01 7.187700e+00
2.300000e+01 7.337872e+00
2.400000e+01 7.417768e+00
2.500000e+01 7.459031e+00
2.600000e+01 7.480006e+00
2.700000e+01 7.490582e+00
2.800000e+01 7.495892e+00
2.900000e+01 7.498553e+00
0.000000e+00 5.161162e-03
1.000000e+00 1.025454e-02
2.000000e+00 2.024391e-02
3.000000e+00 3.947229e-02
4.000000e+00 7.520807e-02
5.000000e+00 1.376162e-01
6.000000e+00 2.362065e-01
7.000000e+00 3.716419e-01
8.000000e+00 5.301706e-01
9.000000e+00 6.911322e-01
1.000000e+01 8.423403e-01
1.100000e+01 9.902032e-01
1.200000e+01 1.162314e+00
1.300000e+01 1.409201e+00
1.400000e+01 1.814260e+00
1.500000e+01 2.511436e+00
1.600000e+01 3.683932e+00
1.700000e+01 5.446649e+00
1.800000e+01 7.747253e+00
1.900000e+01 1.011192e+01
2.000000e+01 1.179520e+01
2.100000e+01 1.286941e+01
2.200000e+01 1.351104e+01
2.300000e+01 1.386529e+01
2.400000e+01 1.405112e+01
2.500000e+01 1.414626e+01
2.600000e+01 1.419440e+01
2.700000e+01 1.421862e+01
2.800000e+01 1.423077e+01
2.900000e+01 1.423685e+01
0.000000e+00 5.210519e-03
1.000000e+00 1.035339e-02
2.000000e+00 2.044211e-02
3.000000e+00 3.987060e-02
4.000000e+00 7.601138e-02
5.000000e+00 1.392438e-01
6.000000e+00 2.395173e-01
7.000000e+00 3.783843e-01
8.000000e+00 5.438721e-01
9.000000e+00 7.188477e-01
1.000000e+01 8.980279e-01
1.100000e+01 1.101022e+00
1.200000e+01 1.379222e+00
1.300000e+01 1.820393e+00
1.400000e+01 2.548030e+00
1.500000e+01 3.564118e+00
1.600000e+01 4.920079e+00
1.700000e+01 6.454634e+00
1.800000e+01 8.170291e+00
1.900000e+01 1.013247e+01
2.000000e+01 1.238042e+01
2.100000e+01 1.484798e+01
2.200000e+01 1.733244e+01
2.300000e+01 1.905439e+01
2.400000e+01 2.035565e+01
2.500000e+01 2.113952e+01
2.600000e+01 2.156701e+01
2.700000e+01 2.178891e+01
2.800000e+01 2.190168e+01
2.900000e+01 2.195848e+01
0.000000e+00 5.161162e-03
1.000000e+00 1.025454e-02
2.000000e+00 2.024391e-02
3.000000e+00 3.947229e-02
4.000000e+00 7.520807e-02
5.000000e+00 1.376162e-01
6.000000e+00 2.362065e-01
7.000000e+00 3.716419e-01
8.000000e+00 5.301706e-01
9.000000e+00 6.911322e-01
1.000000e+01 8.423403e-01
1.100000e+01 9.902032e-01
1.200000e+01 1.162314e+00
1.300000e+01 1.409201e+00
1.400000e+01 1.814260e+00
1.500000e+01 2.511436e+00
1.600000e+01 3.683932e+00
1.700000e+01 5.446649e+00
1.800000e+01 7.747253e+00
1.900000e+01 1.011192e+01
2.000000e+01 1.179520e+01
2.100000e+01 1.286941e+01
2.200000e+01 1.351104e+01
2.300000e+01 1.386529e+01
2.400000e+01 1.405112e+01
2.500000e+01 1.414626e+01
2.600000e+01 1.419440e+01
2.700000e+01 1.421862e+01
2.800000e+01 1.423077e+01
2.900000e+01 1.423685e+01
0.000000e+00 5.161162e-03
1.000000e+00 1.025454e-02
2.000000e+00 2.024391e-02
3.000000e+00 3.947229e-02
4.000000e+00 7.520807e-02
5.000000e+00 1.376162e-01
6.000000e+00 2.362065e-01
7.000000e+00 3.716419e-01
8.000000e+00 5.301706e-01
9.000000e+00 6.911322e-01
1.000000e+01 8.423403e-01
1.100000e+01 9.902032e-01
1.200000e+01 1.162314e+00
1.300000e+01 1.409201e+00
1.400000e+01 1.814260e+00
1.500000e+01 2.511436e+00
1.600000e+01 3.683932e+00
1.700000e+01 5.446649e+00
1.800000e+01 7.747253e+00
1.900000e+01 1.011192e+01
2.000000e+01 1.179520e+01
2.100000e+01 1.286941e+01
2.200000e+01 1.351104e+01
2.300000e+01 1.386529e+01
2.400000e+01 1.405112e+01
2.500000e+01 1.414626e+01
2.600000e+01 1.419440e+01
2.700000e+01 1.421862e+01
2.800000e+01 1.423077e+01
2.900000e+01 1.423685e+01
0.000000e+00 5.161162e-03
1.000000e+00 1.025454e-02
2.000000e+00 2.024391e-02
3.000000e+00 3.947229e-02
4.000000e+00 7.520807e-02
5.000000e+00 1.376162e-01
6.000000e+00 2.362065e-01
7.000000e+00 3.716419e-01
8.000000e+00 5.301706e-01
9.000000e+00 6.911322e-01
1.000000e+01 8.423403e-01
1.100000e+01 9.902032e-01
1.200000e+01 1.162314e+00
1.300000e+01 1.409201e+00
1.400000e+01 1.814260e+00
1.500000e+01 2.511436e+00
1.600000e+01 3.683932e+00
1.700000e+01 5.446649e+00
1.800000e+01 7.747253e+00
1.900000e+01 1.011192e+01
2.000000e+01 1.179520e+01
2.100000e+01 1.286941e+01
2.200000e+01 1.351104e+01
2.300000e+01 1.386529e+01
2.400000e+01 1.405112e+01
2.500000e+01 1.414626e+01
2.600000e+01 1.419440e+01
2.700000e+01 1.421862e+01
2.800000e+01 1.423077e+01
2.900000e+01 1.423685e+01
0.000000e+00 5.244928e-03
1.000000e+00 1.042179e-02
2.000000e+00 2.057735e-02
3.000000e+00 4.013540e-02
4.000000e+00 7.652236e-02
5.000000e+00 1.402138e-01
6.000000e+00 2.413437e-01
7.000000e+00 3.818610e-01
8.000000e+00 5.506518e-01
9.000000e+00 7.323376e-01
1.000000e+01 9.251249e-01
1.100000e+01 1.155683e+00
1.200000e+01 1.490345e+00
1.300000e+01 2.050867e+00
1.400000e+01 3.042111e+00
1.500000e+01 4.773117e+00
1.600000e+01 4.431399e+00
1.700000e+01 6.409430e+00
1.800000e+01 9.335253e+00
1.900000e+01 1.378722e+01
2.000000e+01 1.992245e+01
2.100000e+01 2.668594e+01
2.200000e+01 2.987526e+01
2.300000e+01 3.089994e+01
2.400000e+01 3.138774e+01
2.500000e+01 3.162606e+01
2.600000e+01 3.174380e+01
2.700000e+01 3.180231e+01
2.800000e+01 3.183148e+01
2.900000e+01 3.184604e+01
0.000000e+00 5.161162e-03
1.000000e+00 1.025454e-02
2.000000e+00 2.024391e-02
3.000000e+00 3.947229e-02
4.000000e+00 7.520807e-02
5.000000e+00 1.376162e-01
6.000000e+00 2.362065e-01
7.000000e+00 3.716419e-01
8.000000e+00 5.301706e-01
9.000000e+00 6.911322e-01
1.000000e+01 8.423403e-01
1.100000e+01 9.902032e-01
1.200000e+01 1.162314e+00
1.300000e+01 1.409201e+00
1.400000e+01 1.814260e+00
1.500000e+01 2.511436e+00
1.600000e+01 3.683932e+00
1.700000e+01 5.446649e+00
1.800000e+01 7.747253e+00
1.900000e+01 1.011192e+01
2.000000e+01 1.179520e+01
2.100000e+01 1.286941e+01
2.200000e+01 1.351104e+01
2.300000e+01 1.386529e+01
2.400000e+01 1.405112e+01
2.500000e+01 1.414626e+01
2.600000e+01 1.419440e+01
2.700000e+01 1.421862e+01
2.800000e+01 1.423077e+01
2.900000e+01 1.423685e+01
0.000000e+00 5.161162e-03
1.000000e+00 1.025454e-02
2.000000e+00 2.024391e-02
3.000000e+00 3.947229e-02
4.000000e+00 7.520807e-02
5.000000e+00 1.376162e-01
6.000000e+00 2.362065e-01
7.000000e+00 3.716419e-01
8.000000e+00 5.301706e-01
9.000000e+00 6.911322e-01
1.000000e+01 8.423403e-01
1.100000e+01 9.902032e-01
1.200000e+01 1.162314e+00
1.300000e+01 1.409201e+00
1.400000e+01 1.814260e+00
1.500000e+01 2.511436e+00
1.600000e+01 3.683932e+00
1.700000e+01 5.446649e+00
1.800000e+01 7.747253e+00
1.900000e+01 1.011192e+01
2.000000e+01 1.179520e+01
2.100000e+01 1.286941e+01
2.200000e+01 1.351104e+01
2.300000e+01 1.386529e+01
2.400000e+01 1.405112e+01
2.500000e+01 1.414626e+01
2.600000e+01 1.419440e+01
2.700000e+01 1.421862e+01
2.800000e+01 1.423077e+01
2.900000e+01 1.423685e+01
0.000000e+00 5.244928e-03
1.000000e+00 1.042179e-02
2.000000e+00 2.057735e-02
3.000000e+00 4.013540e-02
4.000000e+00 7.652236e-02
5.000000e+00 1.402138e-01
6.000000e+00 2.413437e-01
7.000000e+00 3.818610e-01
8.000000e+00 5.506518e-01
9.000000e+00 7.323376e-01
1.000000e+01 9.251249e-01
1.100000e+01 1.155683e+00
1.200000e+01 1.490345e+00
1.300000e+01 2.050867e+00
1.400000e+01 3.042111e+00
1.500000e+01 4.773117e+00
1.600000e+01 4.431399e+00
1.700000e+01 6.409430e+00
1.800000e+01 9.335253e+00
1.900000e+01 1.378722e+01
2.000000e+01 1.992245e+01
2.100000e+01 2.668594e+01
2.200000e+01 2.987526e+01
2.300000e+01 3.089994e+01
2.400000e+01 3.138774e+01
2.500000e+01 3.162606e+01
2.600000e+01 3.174380e+01
2.700000e+01 3.180231e+01
2.800000e+01 3.183148e+01
2.900000e+01 3.184604e+01
0.000000e+00 5.161162e-03
1.000000e+00 1.025454e-02
2.000000e+00 2.024391e-02
3.000000e+00 3.947229e-02
4.000000e+00 7.520807e-02
5.000000e+00 1.376162e-01
6.000000e+00 2.362065e-01
7.000000e+00 3.716419e-01
8.000000e+00 5.301706e-01
9.000000e+00 6.911322e-01
1.000000e+01 8.423403e-01
1.100000e+01 9.902032e-01
1.200000e+01 1.162314e+00
1.300000e+01 1.409201e+00
1.400000e+01 1.814260e+00
1.500000e+01 2.511436e+00
1.600000e+01 3.683932e+00
1.700000e+01 5.446649e+00
1.800000e+01 7.747253e+00
1.900000e+01 1.011192e+01
2.000000e+01 1.179520e+01
2.100000e+01 1.286941e+01
2.200000e+01 1.351104e+01
2.300000e+01 1.386529e+01
2.400000e+01 1.405112e+01
2.500000e+01 1.414626e+01
2.600000e+01 1.419440e+01
2.700000e+01 1.421862e+01
2.800000e+01 1.423077e+01
2.900000e+01 1.423685e+01
0.000000e+00 5.071057e-03
1.000000e+00 1.007543e-02
2.000000e+00 1.988986e-02
3.000000e+00 3.877934e-02
4.000000e+00 7.387258e-02
5.000000e+00 1.350895e-01
6.000000e+00 2.314796e-01
7.000000e+00 3.627334e-01
8.000000e+00 5.130486e-01
9.000000e+00 6.578213e-01
1.000000e+01 7.774754e-01
1.100000e+01 8.647536e-01
1.200000e+01 9.228274e-01
1.300000e+01 9.592519e-01
1.400000e+01 9.813240e-01
1.500000e+01 9.944090e-01
1.600000e+01 1.001997e+00
1.700000e+01 1.006272e+00
1.800000e+01 1.008605e+00
1.900000e+01 1.009841e+00
2.000000e+01 1.010482e+00
2.100000e+01 1.010809e+00
2.200000e+01 1.010975e+00
2.300000e+01 1.011058e+00
2.400000e+01 1.011100e+00
2.500000e+01 1.011121e+00
2.600000e+01 1.011131e+00
2.700000e+01 1.011137e+00
2.800000e+01 1.011139e+00
2.900000e+01 1.011141e+00
0.000000e+00 5.071057e-03
1.000000e+00 1.007543e-02
2.000000e+00 1.988986e-02
3.000000e+00 3.877934e-02
4.000000e+00 7.387258e-02
5.000000e+00 1.350895e-01
6.000000e+00 2.314796e-01
7.000000e+00 3.627334e-01
8.000000e+00 5.130486e-01
9.000000e+00 6.578213e-01
1.000000e+01 7.774754e-01
1.100000e+01 8.647536e-01
1.200000e+01 9.228274e-01
1.300000e+01 9.592519e-01
1.400000e+01 9.813240e-01
1.500000e+01 9.944090e-01
1.600000e+01 1.001997e+00
1.700000e+01 1.006272e+00
1.800000e+01 1.008605e+00
1.900000e+01 1.009841e+00
2.000000e+01 1.010482e+00
2.100000e+01 1.010809e+00
2.200000e+01 1.010975e+00
2.300000e+01 1.011058e+00
2.400000e+01 1.011100e+00
2.500000e+01 1.011121e+00
2.600000e+01 1.011131e+00
2.700000e+01 1.011137e+00
2.800000e+01 1.011139e+00
2.900000e+01 1.011141e+00
0.000000e+00 5.161162e-03
1.000000e+00 1.025454e-02
2.000000e+00 2.024391e-02
3.000000e+00 3.947229e-02
4.000000e+00 7.520807e-02
5.000000e+00 1.376162e-01
6.000000e+00 2.362065e-01
7.000000e+00 3.716419e-01
8.000000e+00 5.301706e-01
9.000000e+00 6.911322e-01
1.000000e+01 8.423403e-01
1.100000e+01 9.902032e-01
1.200000e+01 1.162314e+00
1.300000e+01 1.409201e+00
1.400000e+01 1.814260e+00
1.500000e+01 2.511436e+00
1.600000e+01 3.683932e+00
1.700000e+01 5.446649e+00
1.800000e+01 7.747253e+00
1.900000e+01 1.011192e+01
2.000000e+01 1.179520e+01
2.100000e+01 1.286941e+01
2.200000e+01 1.351104e+01
2.300000e+01 1.386529e+01
2.400000e+01 1.405112e+01
2.500000e+01 1.414626e+01
2.600000e+01 1.419440e+01
2.700000e+01 1.421862e+01
2.800000e+01 1.423077e+01
2.900000e+01 1.423685e+01
0.000000e+00 5.071057e-03
1.000000e+00 1.007543e-02
2.000000e+00 1.988986e-02
3.000000e+00 3.877934e-02
4.000000e+00 7.387258e-02
5.000000e+00 1.350895e-01
6.000000e+00 2.314796e-01
7.000000e+00 3.627334e-01
8.000000e+00 5.130486e-01
9.000000e+00 6.578213e-01
1.000000e+01 7.774754e-01
1.100000e+01 8.647536e-01
1.200000e+01 9.228274e-01
1.300000e+01 9.592519e-01
1.400000e+01 9.813240e-01
1.500000e+01 9.944090e-01
1.600000e+01 1.001997e+00
1.700000e+01 1.006272e+00
1.800000e+01 1.008605e+00
1.900000e+01 1.009841e+00
2.000000e+01 1.010482e+00
2.100000e+01 1.010809e+00
2.200000e+01 1.010975e+00
2.300000e+01 1.011058e+00
2.400000e+01 1.011100e+00
2.500000e+01 1.011121e+00
2.600000e+01 1.011131e+00
2.700000e+01 1.011137e+00
2.800000e+01 1.011139e+00
2.900000e+01 1.011141e+00
0.000000e+00 5.161162e-03
1.000000e+00 1.025454e-02
2.000000e+00 2.024391e-02
3.000000e+00 3.947229e-02
4.000000e+00 7.520807e-02
5.000000e+00 1.376162e-01
6.000000e+00 2.362065e-01
7.000000e+00 3.716419e-01
8.000000e+00 5.301706e-01
9.000000e+00 6.911322e-01
1.000000e+01 8.423403e-01
1.100000e+01 9.902032e-01
1.200000e+01 1.162314e+00
1.300000e+01 1.409201e+00
1.400000e+01 1.814260e+00
1.500000e+01 2.511436e+00
1.600000e+01 3.683932e+00
1.700000e+01 5.446649e+00
1.800000e+01 7.747253e+00
1.900000e+01 1.011192e+01
2.000000e+01 1.179520e+01
2.100000e+01 1.286941e+01
2.200000e+01 1.351104e+01
2.300000e+01 1.386529e+01
2.400000e+01 1.405112e+01
2.500000e+01 1.414626e+01
2.600000e+01 1.419440e+01
2.700000e+01 1.421862e+01
2.800000e+01 1.423077e+01
2.900000e+01 1.423685e+01
0.000000e+00 5.161162e-03
1.000000e+00 1.025454e-02
2.000000e+00 2.024391e-02
3.000000e+00 3.947229e-02
4.000000e+00 7.520807e-02
5.000000e+00 1.376162e-01
6.000000e+00 2.362065e-01
7.000000e+00 3.716419e-01
8.000000e+00 5.301706e-01
9.000000e+00 6.911322e-01
1.000000e+01 8.423403e-01
1.100000e+01 9.902032e-01
1.200000e+01 1.162314e+00
1.300000e+01 1.409201e+00
1.400000e+01 1.814260e+00
1.500000e+01 2.511436e+00
1.600000e+01 3.683932e+00
1.700000e+01 5.446649e+00
1.800000e+01 7.747253e+00
1.900000e+01 1.011192e+01
2.000000e+01 1.179520e+01
2.100000e+01 1.286941e+01
2.200000e+01 1.351104e+01
2.300000e+01 1.386529e+01
2.400000e+01 1.405112e+01
2.500000e+01 1.414626e+01
2.600000e+01 1.419440e+01
2.700000e+01 1.421862e+01
2.800000e+01 1.423077e+01
2.900000e+01 1.423685e+01
0.000000e+00 5.244928e-03
1.000000e+00 1.042179e-02
2.000000e+00 2.057735e-02
3.000000e+00 4.013540e-02
4.000000e+00 7.652236e-02
5.000000e+00 1.402138e-01
6.000000e+00 2.413437e-01
7.000000e+00 3.818610e-01
8.000000e+00 5.506518e-01
9.000000e+00 7.323376e-01
1.000000e+01 9.251249e-01
1.100000e+01 1.155683e+00
1.200000e+01 1.490345e+00
1.300000e+01 2.050867e+00
1.400000e+01 3.042111e+00
1.500000e+01 4.773117e+00
1.600000e+01 4.431399e+00
1.700000e+01 6.409430e+00
1.800000e+01 9.335253e+00
1.900000e+01 1.378722e+01
2.000000e+01 1.992245e+01
2.100000e+01 2.668594e+01
2.200000e+01 2.987526e+01
2.300000e+01 3.089994e+01
2.400000e+01 3.138774e+01
2.500000e+01 3.162606e+01
2.600000e+01 3.174380e+01
2.700000e+01 3.180231e+01
2.800000e+01 3.183148e+01
2.900000e+01 3.184604e+01
0.000000e+00 5.161162e-03
1.000000e+00 1.025454e-02
2.000000e+00 2.024391e-02
3.000000e+00 3.947229e-02
4.000000e+00 7.520807e-02
5.000000e+00 1.376162e-01
6.000000e+00 2.362065e-01
7.000000e+00 3.716419e-01
8.000000e+00 5.301706e-01
9.000000e+00 6.911322e-01
1.000000e+01 8.423403e-01
1.100000e+01 9.902032e-01
1.200000e+01 1.162314e+00
1.300000e+01 1.409201e+00
1.400000e+01 1.814260e+00
1.500000e+01 2.511436e+00
1.600000e+01 3.683932e+00
1.700000e+01 5.446649e+00
1.800000e+01 7.747253e+00
1.900000e+01 1.011192e+01
2.000000e+01 1.179520e+01
2.100000e+01 1.286941e+01
2.200000e+01 1.351104e+01
2.300000e+01 1.386529e+01
2.400000e+01 1.405112e+01
2.500000e+01 1.414626e+01
2.600000e+01 1.419440e+01
2.700000e+01 1.421862e+01
2.800000e+01 1.423077e+01
2.900000e+01 1.423685e+01
0.000000e+00 5.163502e-03
1.000000e+00 1.025923e-02
2.000000e+00 2.025328e-02
3.000000e+00 3.949060e-02
4.000000e+00 7.523965e-02
5.000000e+00 1.376515e-01
6.000000e+00 2.362034e-01
7.000000e+00 3.714943e-01
8.000000e+00 5.296613e-01
9.000000e+00 6.898343e-01
1.000000e+01 8.393813e-01
1.100000e+01 9.837005e-01
1.200000e+01 1.147699e+00
1.300000e+01 1.373459e+00
1.400000e+01 1.718637e+00
1.500000e+01 2.247768e+00
1.600000e+01 2.996193e+00
1.700000e+01 3.951773e+00
1.800000e+01 4.946470e+00
1.900000e+01 5.817906e+00
2.000000e+01 6.478599e+00
2.100000e+01 6.919753e+00
2.200000e+01 7.187700e+00
2.300000e+01 7.337872e+00
2.400000e+01 7.417768e+00
2.500000e+01 7.459031e+00
2.600000e+01 7.480006e+00
2.700000e+01 7.490582e+00
2.800000e+01 7.495892e+00
2.900000e+01 7.498553e+00
0.000000e+00 5.161162e-03
1.000000e+00 1.025454e-02
2.000000e+00 2.024391e-02
3.000000e+00 3.947229e-02
4.000000e+00 7.520807e-02
5.000000e+00 1.376162e-01
6.000000e+00 2.362065e-01
7.000000e+00 3.716419e-01
8.000000e+00 5.301706e-01
9.000000e+00 6.911322e-01
1.000000e+01 8.423403e-01
1.100000e+01 9.902032e-01
1.200000e+01 1.162314e+00
1.300000e+01 1.409201e+00
1.400000e+01 1.814260e+00
1.500000e+01 2.511436e+00
1.600000e+01 3.683932e+00
1.700000e+01 5.446649e+00
1.800000e+01 7.747253e+00
1.900000e+01 1.011192e+01
2.000000e+01 1.179520e+01
2.100000e+01 1.286941e+01
2.200000e+01 1.351104e+01
2.300000e+01 1.386529e+01
2.400000e+01 1.405112e+01
2.500000e+01 1.414626e+01
2.600000e+01 1.419440e+01
2.700000e+01 1.421862e+01
2.800000e+01 1.423077e+01
2.900000e+01 1.423685e+01
0.000000e+00 5.161162e-03
1.000000e+00 1.025454e-02
2.000000e+00 2.024391e-02
3.000000e+00 3.947229e-02
4.000000e+00 7.520807e-02
5.000000e+00 1.376162e-01
6.000000e+00 2.362065e-01
7.000000e+00 3.716419e-01
8.000000e+00 5.301706e-01
9.000000e+00 6.911322e-01
1.000000e+01 8.423403e-01
1.100000e+01 9.902032e-01
1.200000e+01 1.162314e+00
1.300000e+01 1.409201e+00
1.400000e+01 1.814260e+00
1.500000e+01 2.511436e+00
1.600000e+01 3.683932e+00
1.700000e+01 5.446649e+00
1.800000e+01 7.747253e+00
1.900000e+01 1.011192e+01
2.000000e+01 1.179520e+01
2.100000e+01 1.286941e+01
2.200000e+01 1.351104e+01
2.300000e+01 1.386529e+01
2.400000e+01 1.405112e+01
2.500000e+01 1.414626e+01
2.600000e+01 1.419440e+01
2.700000e+01 1.421862e+01
2.800000e+01 1.423077e+01
2.900000e+01 1.423685e+01
0.000000e+00 5.210519e-03
1.000000e+00 1.035339e-02
2.000000e+00 2.044211e-02
3.000000e+00 3.987060e-02
4.000000e+00 7.601138e-02
5.000000e+00 1.392438e-01
6.000000e+00 2.395173e-01
7.000000e+00 3.783843e-01
8.000000e+00 5.438721e-01
9.000000e+00 7.188477e-01
1.000000e+01 8.980279e-01
1.100000e+01 1.101022e+00
1.200000e+01 1.379222e+00
1.300000e+01 1.820393e+00
1.400000e+01 2.548030e+00
1.500000e+01 3.564118e+00
1.600000e+01 4.920079e+00
1.700000e+01 6.454634e+00
1.800000e+01 8.170291e+00
1.900000e+01 1.013247e+01
2.000000e+01 1.238042e+01
2.100000e+01 1.484798e+01
2.200000e+01 1.733244e+01
2.300000e+01 1.905439e+01
2.400000e+01 2.035565e+01
2.500000e+01 2.113952e+01
2.600000e+01 2.156701e+01
2.700000e+01 2.178891e+01
2.800000e+01 2.190168e+01
2.900000e+01 2.195848e+01
0.000000e+00 5.210519e-03
1.000000e+00 1.035339e-02
2.000000e+00 2.044211e-02
3.000000e+00 3.987060e-02
4.000000e+00 7.601138e-02
5.000000e+00 1.392438e-01
6.000000e+00 2.395173e-01
7.000000e+00 3.783843e-01
8.000000e+00 5.438721e-01
9.000000e+00 7.188477e-01
1.000000e+01 8.980279e-01
1.100000e+01 1.101022e+00
1.200000e+01 1.379222e+00
1.300000e+01 1.820393e+00
1.400000e+01 2.548030e+00
1.500000e+01 3.564118e+00
1.600000e+01 4.920079e+00
1.700000e+01 6.454634e+00
1.800000e+01 8.170291e+00
1.900000e+01 1.013247e+01
2.000000e+01 1.238042e+01
2.100000e+01 1.484798e+01
2.200000e+01 1.733244e+01
2.300000e+01 1.905439e+01
2.400000e+01 2.035565e+01
2.500000e+01 2.113952e+01
2.600000e+01 2.156701e+01
2.700000e+01 2.178891e+01
2.800000e+01 2.190168e+01
2.900000e+01 2.195848e+01
0.000000e+00 5.071057e-03
1.000000e+00 1.007543e-02
2.000000e+00 1.988986e-02
3.000000e+00 3.877934e-02
4.000000e+00 7.387258e-02
5.000000e+00 1.350895e-01
6.000000e+00 2.314796e-01
7.000000e+00 3.627334e-01
8.000000e+00 5.130486e-01
9.000000e+00 6.578213e-01
1.000000e+01 7.774754e-01
1.100000e+01 8.647536e-01
1.200000e+01 9.228274e-01
1.300000e+01 9.592519e-01
1.400000e+01 9.813240e-01
1.500000e+01 9.944090e-01
1.600000e+01 1.001997e+00
1.700000e+01 1.006272e+00
1.800000e+01 1.008605e+00
1.900000e+01 1.009841e+00
2.000000e+01 1.010482e+00
2.100000e+01 1.010809e+00
2.200000e+01 1.010975e+00
2.300000e+01 1.011058e+00
2.400000e+01 1.011100e+00
2.500000e+01 1.011121e+00
2.600000e+01 1.011131e+00
2.700000e+01 1.011137e+00
2.800000e+01 1.011139e+00
2.900000e+01 1.011141e+00
0.000000e+00 5.210519e-03
1.000000e+00 1.035339e-02
2.000000e+00 2.044211e-02
3.000000e+00 3.987060e-02
4.000000e+00 7.601138e-02
5.000000e+00 1.392438e-01
6.000000e+00 2.395173e-01
7.000000e+00 3.783843e-01
8.000000e+00 5.438721e-01
9.000000e+00 7.188477e-01
1.000000e+01 8.980279e-01
1.100000e+01 1.101022e+00
1.200000e+01 1.379222e+00
1.300000e+01 1.820393e+00
1.400000e+01 2.548030e+00
1.500000e+01 3.564118e+00
1.600000e+01 4.920079e+00
1.700000e+01 6.454634e+00
1.800000e+01 8.170291e+00
1.900000e+01 1.013247e+01
2.000000e+01 1.238042e+01
2.100000e+01 1.484798e+01
2.200000e+01 1.733244e+01
2.300000e+01 1.905439e+01
2.400000e+01 2.035565e+01
2.500000e+01 2.113952e+01
2.600000e+01 2.156701e+01
2.700000e+01 2.178891e+01
2.800000e+01 2.190168e+01
2.900000e+01 2.195848e+01
0.000000e+00 5.244928e-03
1.000000e+00 1.042179e-02
2.000000e+00 2.057735e-02
3.000000e+00 4.013540e-02
4.000000e+00 7.652236e-02
5.000000e+00 1.402138e-01
6.000000e+00 2.413437e-01
7.000000e+00 3.818610e-01
8.000000e+00 5.506518e-01
9.000000e+00 7.323376e-01
1.000000e+01 9.251249e-01
1.100000e+01 1.155683e+00
1.200000e+01 1.490345e+00
1.300000e+01 2.050867e+00
1.400000e+01 3.042111e+00
1.500000e+01 4.773117e+00
1.600000e+01 4.431399e+00
1.700000e+01 6.409430e+00
1.800000e+01 9.335253e+00
1.900000e+01 1.378722e+01
2.000000e+01 1.992245e+01
2.100000e+01 2.668594e+01
2.200000e+01 2.987526e+01
2.300000e+01 3.089994e+01
2.400000e+01 3.138774e+01
2.500000e+01 3.162606e+01
2.600000e+01 3.174380e+01
2.700000e+01 3.180231e+01
2.800000e+01 3.183148e+01
2.900000e+01 3.184604e+01
0.000000e+00 5.210519e-03
1.000000e+00 1.035339e-02
2.000000e+00 2.044211e-02
3.000000e+00 3.987060e-02
4.000000e+00 7.601138e-02
5.000000e+00 1.392438e-01
6.000000e+00 2.395173e-01
7.000000e+00 3.783843e-01
8.000000e+00 5.438721e-01
9.000000e+00 7.188477e-01
1.000000e+01 8.980279e-01
1.100000e+01 1.101022e+00
1.200000e+01 1.379222e+00
1.300000e+01 1.820393e+00
1.400000e+01 2.548030e+00
